TCID;ID;Title;Description;Author;Importance;Pos/Neg;Automation;TCMS Case ID;#;Step;Expected Result;Type;_polarion
7;;;;;;;;;4;"3. domif-setlink
  # virsh domif-setlink rhel7 52:54:00:11:0c:ff down";"will match the first interface match the mac,  As devel replied ""Since we cannot change the APIs (we would break the ABI), there's not much we can do here. I'd say these results are expected then."" refer to  https://bugzilla.redhat.com/show_bug.cgi?id=1497396#c10 

 # virsh dumpxml rhel | grep /interface -B9
     <interface type='network'>
       <mac address='52:54:00:11:0c:ff'/>
       <source network='default' bridge='virbr0'/>
       <target dev='vnet0'/>
       <model type='virtio'/>
       <link state='down'/>
       <mtu size='9000'/>
       <alias name='net0'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x03' function='0x0'/>
     </interface>
     <interface type='network'>
       <mac address='52:54:00:11:0c:ff'/>
       <source network='open' bridge='virbr1'/>
       <target dev='vnet1'/>
       <model type='rtl8139'/>
       <alias name='net1'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x0c' function='0x0'/>
     </interface>";;RedHatEnterpriseLinux7/RHEL-111108
7;;;;;;;;;5;"4. # virsh domif-getlink  rhel7  vnet0
 # virsh domif-getlink  rhel7  vnet1";"vnet0 down
 vnet1 up";;RedHatEnterpriseLinux7/RHEL-111108
7;;;;;;;;;6;"5. domiftune
 # virsh domiftune rhel7 52:54:00:11:0c:ff --inbound 100,200,128 --outbound 50,100,256

 # virsh domiftune rhel7 52:54:00:11:0c:ff
 inbound.average: 100
 inbound.peak   : 200
 inbound.burst  : 128
 inbound.floor  : 0
 outbound.average: 50
 outbound.peak  : 100
 outbound.burst : 256";"will match the first interface match the mac,

 # virsh dumpxml rhel | grep /interface -B13
     <interface type='network'>
       <mac address='52:54:00:11:0c:ff'/>
       <source network='default' bridge='virbr0'/>
       <bandwidth>
         <inbound average='100' peak='200' burst='128'/>
         <outbound average='50' peak='100' burst='256'/>
       </bandwidth>
       <target dev='vnet0'/>
       <model type='virtio'/>
       <link state='down'/>
       <mtu size='9000'/>
       <alias name='net0'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x03' function='0x0'/>
     </interface>
     <interface type='network'>
       <mac address='52:54:00:11:0c:ff'/>
       <source network='open' bridge='virbr1'/>
       <target dev='vnet1'/>
       <model type='rtl8139'/>
       <alias name='net1'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x0c' function='0x0'/>
     </interface>";;RedHatEnterpriseLinux7/RHEL-111108
7;;;;;;;;;7;"6. domifstat
 # virsh domifstat rhel 52:54:00:11:0c:ff; virsh domifstat rhel vnet0;  virsh domifstat rhel vnet1

";"will match the first interface match the mac, check the domifstat by mac output is similar as vnet0, not vnet1

 52:54:00:11:0c:ff rx_bytes 9176
 52:54:00:11:0c:ff rx_packets 172
 52:54:00:11:0c:ff rx_errs 0
 52:54:00:11:0c:ff rx_drop 0
 52:54:00:11:0c:ff tx_bytes 0
 52:54:00:11:0c:ff tx_packets 0
 52:54:00:11:0c:ff tx_errs 0
 52:54:00:11:0c:ff tx_drop 0


 vnet0 rx_bytes 9176
 vnet0 rx_packets 172
 vnet0 rx_errs 0
 vnet0 rx_drop 0
 vnet0 tx_bytes 0
 vnet0 tx_packets 0
 vnet0 tx_errs 0
 vnet0 tx_drop 0


 vnet1 rx_bytes 9176
 vnet1 rx_packets 172
 vnet1 rx_errs 0
 vnet1 rx_drop 0
 vnet1 tx_bytes 12696
 vnet1 tx_packets 68
 vnet1 tx_errs 0
 vnet1 tx_drop 0";;RedHatEnterpriseLinux7/RHEL-111108
8;RHEL-111109;"[Vlan] Define the interface with vlan with name ""eno1.0001""    --bug 1286890 1447339";"Define the interface with vlan with name ""eno1.0001"" 
";Jingjing Shao (jishao);Medium;Positive;Not Automated;;1;" 1. Prepare a xml file as below
 # cat  eno1.0001.xml
 <interface type='vlan' name='eno1.0001'>
 <start mode='onboot'/>
 <protocol family='ipv4'>
 <ip address='192.168.177.3' prefix='24'/>
 </protocol>
 <vlan tag='1'>
 <interface name='eno1'/>
 </vlan>
 </interface>
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL-111109
8;;;;;;;;;2;"2.Define the interface 
 # virsh iface-define eno1.0001.xml
​​";"Output:
 Interface eno1.0001 defined from eno1.0001.xml";;RedHatEnterpriseLinux7/RHEL-111109
8;;;;;;;;;3;"3.Check the interface list 
 # virsh iface-list --all
​​";"Output:
  Name                 State      MAC Address
 ---------------------------------------------------
  eno1                 active     44:37:e6:95:03:e4
  eno1.1               inactive   
  lo                   active     00:00:00:00:00:00";;RedHatEnterpriseLinux7/RHEL-111109
8;;;;;;;;;4;"4.Check the dumpxml of interface
 # virsh iface-dumpxml eno1.1
​​";"Output:
 <interface type='vlan' name='eno1.1'>
   <start mode='onboot'/>
   <protocol family='ipv4'>
     <ip address='192.168.177.3' prefix='24'/>
   </protocol>
   <vlan tag='1'>
     <interface name='eno1'/>
   </vlan>
 </interface>";;RedHatEnterpriseLinux7/RHEL-111109
9;RHEL-111112;"[Vlan] Define the interface with vlan with name ""eth0.1""    --bug 1286890 1447339";"Define the interface with vlan with name ""eth0.1""  
";Jingjing Shao (jishao);Medium;Positive;Not Automated;;1;" 1.Prepare a xml file as below
 # cat eth0.1.xml
 <interface type='vlan' name='eth0.1'>
 <start mode='onboot'/>
 <protocol family='ipv4'>
 <ip address='192.168.177.1' prefix='24'/>
 </protocol>
 <vlan tag='1'>
 <interface name='eno1'/>
 </vlan>
 </interface>
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL-111112
9;;;;;;;;;2;"2.Define the interface 
 # virsh iface-define eth0.1.xml
​​";"Output:
 Interface eth0.1 defined from eth0.1.xml";;RedHatEnterpriseLinux7/RHEL-111112
9;;;;;;;;;3;"3.Check the interface list 
 # virsh iface-list --all
​​";"Output:
 
 Name                 State      MAC Address
 ---------------------------------------------------
  eno1                 active     44:37:e6:95:03:e4
  eno1.1               inactive   
  lo                   active     00:00:00:00:00:00";;RedHatEnterpriseLinux7/RHEL-111112
9;;;;;;;;;4;"4.Check the dumpxml of interface 
 # virsh iface-dumpxml eno1.1
​​";"Output:
 <interface type='vlan' name='eno1.1'>
   <start mode='onboot'/>
   <protocol family='ipv4'>
     <ip address='192.168.177.1' prefix='24'/>
   </protocol>
   <vlan tag='1'>
     <interface name='eno1'/>
   </vlan>
 </interface>";;RedHatEnterpriseLinux7/RHEL-111112
10;RHEL-111113;"[Vlan] Define the interface with vlan with name ""vlan""    --bug 1286890 1447339";"Define the interface with vlan with name ""vlan"" 
";Jingjing Shao (jishao);Medium;Positive;Not Automated;;1;" 1.Prepare a xml file as below
 # cat vlan.xml
 <interface type='vlan' name='vlan'>
 <start mode='onboot'/>
 <protocol family='ipv4'>
 <ip address='192.168.177.1' prefix='24'/>
 </protocol>
 <vlan tag='1'>
 <interface name='eno1'/>
 </vlan>
 </interface>
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL-111113
10;;;;;;;;;2;"2.Define the interface 
 # virsh iface-define vlan.xml
​​";"Output:
 Interface vlan defined from vlan.xml";;RedHatEnterpriseLinux7/RHEL-111113
10;;;;;;;;;3;"3.Check the interface list
 # virsh iface-list --all
​​";"Output: 
 Name                 State      MAC Address
 ---------------------------------------------------
  eno1                 active     44:37:e6:95:03:e4
  lo                       active     00:00:00:00:00:00
  vlan                   inactive   
​​";;RedHatEnterpriseLinux7/RHEL-111113
10;;;;;;;;;4;"4.Check the dumpxml of  interface 
 # virsh iface-dumpxml vlan
​​";"Output:
 error: XML error: vlan interface misses the tag attribute
 
 Should update the case when the bug fixed  
 https://bugzilla.redhat.com/show_bug.cgi?id=1447339 ";;RedHatEnterpriseLinux7/RHEL-111113
11;RHEL-111114;[Vlan][iface-edit] Change the interface name when the interface with vlan tag  -- bug 1286890;"Change the interface name when the interface with vlan tag 
 Note:
 The name of interface eth0.1 can not be changed to eth0.2 or eth0.0005, I add the comment and needinfo the dev to check if it is a bug.
 
";Jingjing Shao (jishao);Medium;Positive;Not Automated;;1;" 1. Check the interface list 
 # virsh iface-list --all
​​";" Output:
 Name                 State      MAC Address
 ---------------------------------------------------
  eno1                 active     44:37:e6:95:03:e4
  lo                   active     00:00:00:00:00:00
  vlan1                inactive   
​​";Test Case;RedHatEnterpriseLinux7/RHEL-111114
11;;;;;;;;;2;"2. Change the interface name 
 # virsh iface-edit vlan1
 <===edit vlan1 to vlan2
​​";"Output:
 Interface vlan2 XML configuration edited.";;RedHatEnterpriseLinux7/RHEL-111114
11;;;;;;;;;3;"3. Check the interface list 
 # virsh iface-list --all
​​";"Output:
  Name                 State      MAC Address
 ---------------------------------------------------
  eno1                 active     44:37:e6:95:03:e4
  lo                   active     00:00:00:00:00:00
  vlan1                inactive   
  vlan2                inactive ";;RedHatEnterpriseLinux7/RHEL-111114
11;;;;;;;;;4;"4.Check the dumpxml of interface  vlan1
 # virsh iface-dumpxml vlan1
​​";"Output:
 <interface type='vlan' name='vlan1'>
   <start mode='onboot'/>
   <protocol family='ipv4'>
     <ip address='192.168.177.1' prefix='24'/>
   </protocol>
   <vlan tag='1'>
     <interface name='eno1'/>
   </vlan>
 </interface>";;RedHatEnterpriseLinux7/RHEL-111114
11;;;;;;;;;5;"5. Check the dumpxml of interface vlan2
 # virsh iface-dumpxml vlan2
​​";"Output:
 <interface type='vlan' name='vlan2'>
   <start mode='onboot'/>
   <protocol family='ipv4'>
     <ip address='192.168.177.1' prefix='24'/>
   </protocol>
   <vlan tag='2'>
     <interface name='eno1'/>
   </vlan>
 </interface>";;RedHatEnterpriseLinux7/RHEL-111114
11;;;;;;;;;6;"6.Start the interface 
 # virsh iface-start vlan1
 # virsh iface-start vlan2
​​";"Output:
 Interface vlan1 started
 Interface vlan2 started";;RedHatEnterpriseLinux7/RHEL-111114
12;RHEL-111115;Assign memory device backed by hugepages but no memoryBacking is set - bug 1455819;"Assign memory device backed by hugepages but no memoryBacking is set - bug 1455819    
";Yalan Zhang (yalzhang);Medium;Positive;Not Automated;;1;"0. Enable hugepages
 # sysctl vm.nr_hugepages=600
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL-111115
12;;;;;;;;;2;"1. Prepare a vm without <memoryBacking> but a dimm device using hugepage
 # virsh dumpxml rhel7
 ...
 <maxMemory slots='16' unit='KiB'>2124800</maxMemory>
  <memory unit='KiB'>1155072</memory>
  <currentMemory unit='KiB'>1048576</currentMemory>
  <vcpu placement='static' current='1'>16</vcpu>
 ...
 <cpu>
    <numa>
      <cell id='0' cpus='0-7' memory='512000' unit='KiB'/>
      <cell id='1' cpus='8-15' memory='512000' unit='KiB'/>
    </numa>
  </cpu>
 ...
 <devices>
   <memory model='dimm'>
      <source>
        <nodemask>0</nodemask>
        <pagesize unit='KiB'>2048</pagesize>
      </source>
      <target>
        <size unit='KiB'>131072</size>
        <node>1</node>
      </target>
      <address type='dimm' slot='1'/>
    </memory>
 ...
 </devices>
​​";​​;;RedHatEnterpriseLinux7/RHEL-111115
12;;;;;;;;;3;"# ll /dev/hugepages/libvirt/qemu/ -dZ
 
 (the permission is root:root)
​​";drwxr-xr-x. root root system_u:object_r:hugetlbfs_t:s0 /dev/hugepages/libvirt/qemu/;;RedHatEnterpriseLinux7/RHEL-111115
12;;;;;;;;;4;"2. the guest can start successfully.
 # virsh start rhel7
​​";Domain rhel7 started;;RedHatEnterpriseLinux7/RHEL-111115
12;;;;;;;;;5;"# ll /dev/hugepages/libvirt/qemu/ -Z
​​";drwx------. qemu qemu system_u:object_r:svirt_image_t:s0:c81,c895 8-rhel7;;RedHatEnterpriseLinux7/RHEL-111115
12;;;;;;;;;6;"3. attach a dimm
 # cat dimm.xml 
 <memory model='dimm'>
      <source>
        <nodemask>0</nodemask>
        <pagesize unit='KiB'>2048</pagesize>
      </source>
      <target>
        <size unit='KiB'>131072</size>
        <node>0</node>
      </target>
    </memory>
 
 # virsh attach-device rhel7 dimm.xml";Device attached successfully;;RedHatEnterpriseLinux7/RHEL-111115
12;;;;;;;;;7;4.check the xml,the memory attached successfully.;​​;;RedHatEnterpriseLinux7/RHEL-111115
13;RHEL-111116;[virtual desktop][vnc] Qemu vnc server should listen on both ipv4 and ipv6 addresses;If use vnc display, qemu should listen on both ipv4 and ipv6 address;Zhiyi Guo (zhguo);Medium;Positive;Manual Only;;1;"launch qemu by cli:
 /usr/libexec/qemu-kvm -qmp tcp:0:8888,server,nowait -vnc :10";qemu can launch without error;Test Case;RedHatEnterpriseLinux7/RHEL-111116
13;;;;;;;;;2;"Query builtin vnc server listen on both ipv4 and ipv6 address:
 { ""execute"": ""qmp_capabilities"" }
 { ""execute"": ""query-vnc-servers""}";"output looks like:
 {""return"": [{""auth"": ""none"", ""clients"": [], ""server"": [{""auth"": ""none"", ""family"": ""ipv6"", ""service"": ""5910"", ""host"": ""::"", ""websocket"": false}, {""auth"": ""none"", ""family""
 : ""ipv4"", ""service"": ""5910"", ""host"": ""0.0.0.0"", ""websocket"": false}], ""id"": ""default""}]}
 
 It prompts you it is listening on both ipv6 and ipv4 address";;RedHatEnterpriseLinux7/RHEL-111116
13;;;;;;;;;3;# netstat -ant | grep 5910;"Result show vnc server listen on both ipv6 and ipv4
 tcp        0      0 0.0.0.0:5910            0.0.0.0:*               LISTEN     
 tcp6       0      0 :::5910                 :::*                    LISTEN     ";;RedHatEnterpriseLinux7/RHEL-111116
14;RHEL-111124;[virtual network] define a network with forward mode 'open' - bug 846810;basic test for open type network, negative test;Yalan Zhang (yalzhang);Medium;Positive;Automated;;1;" Various xml
 1. prepare a xml without bridge element
 # cat open1
 <network>
   <name>open</name>
   <forward mode='open'/>
 <ip address='192.168.200.1' netmask='255.255.255.0'/>
 </network>
 # virsh net-define open1
 Network open defined from open1
 # virsh net-dumpxml open
";" <network>
   <name>open</name>
   <uuid>f14099df-89ce-487e-927e-a7a7708329cc</uuid>
   <forward mode='open'/>
    <bridge name='virbr1' stp='on' delay='0'/> 
   <mac address='52:54:00:c7:28:f6'/>
   <ip address='192.168.200.1' netmask='255.255.255.0'>
   </ip>
 </network>
 
 (the bridge element will be generated automatically)";Test Case;RedHatEnterpriseLinux7/RHEL-111124
14;;;;;;;;;2;"2. no mac
 # cat open1
 <network>
   <name>open</name>
   <forward mode='open'/>
  <bridge name=""virbr2"" stp=""on"" delay=""0"" />
  <ip address='192.168.200.1'  netmask='255.255.255.0'/>
 </network>
";"
​​";;RedHatEnterpriseLinux7/RHEL-111124
14;;;;;;;;;3;# virsh net-define open1;Network open defined from open1;;RedHatEnterpriseLinux7/RHEL-111124
14;;;;;;;;;4;# virsh net-dumpxml open;"<network>
   <name>open</name>
   <uuid>606f737a-8cd4-4aa5-a9f0-622e85f80899</uuid>
   <forward mode='open'/>
   <bridge name='virbr2' stp='on' delay='0'/>
   <mac address='52:54:00:b0:01:ce'/>
   <ip address='192.168.200.1' netmask='255.255.255.0'>
   </ip>
 </network>
 
 (the mac address will be added automatically)";;RedHatEnterpriseLinux7/RHEL-111124
15;RHEL-111141;[bridge][iface-bridge/iface-unbridge] Define/Undefine a bridge  via iface-bridge/iface-unbridge with  stp=on;"This case needs a private network， you can test with the interface in vm
 
";Jingjing Shao (jishao);Medium;Positive;Not Automated;;1;" 1.Check the interface list 
 # virsh iface-list --all
​​";"Output:
   Name                 State      MAC Address
 ---------------------------------------------------
  ens3                 active     52:54:00:12:13:64
  lo                   active     00:00:00:00:00:00
 
​​";Test Case;RedHatEnterpriseLinux7/RHEL-111141
15;;;;;;;;;2;"2.Define the bridge 
 # virsh iface-bridge ens3 br0";"Output:
 Created bridge br0 with attached device ens3
 Bridge interface br0 started";;RedHatEnterpriseLinux7/RHEL-111141
15;;;;;;;;;3;"3. Check the interface list
 # virsh iface-list --all
​​";"Output:
  Name                 State      MAC Address
 ---------------------------------------------------
  br0                  active     52:54:00:12:13:64
  lo                   active     00:00:00:00:00:00";;RedHatEnterpriseLinux7/RHEL-111141
15;;;;;;;;;4;"4.Check the dumpxml of interface
 # virsh iface-dumpxml br0
​​";"Output:
 <interface type='bridge' name='br0'>
   <protocol family='ipv4'>
     <ip address='192.168.122.244' prefix='24'/>
   </protocol>
   <protocol family='ipv6'>
     <ip address='fe80::5054:ff:fe12:1364' prefix='64'/>
   </protocol>
   <bridge>
     <interface type='ethernet' name='ens3'>
       <link speed='100' state='up'/>
       <mac address='52:54:00:12:13:64'/>
     </interface>
   </bridge>
 </interface>";;RedHatEnterpriseLinux7/RHEL-111141
15;;;;;;;;;5;"5. Check the config of interface. 
 # cat /etc/sysconfig/network-scripts/ifcfg-br06.
​​";"Output:
 DEVICE=""br0""
 ONBOOT=""yes""
 TYPE=""Bridge""
 BOOTPROTO=""none""
 IPADDR=""192.168.122.244""
 NETMASK=""255.255.255.0""
 STP=""on""
 DELAY=""0""";;RedHatEnterpriseLinux7/RHEL-111141
